Feature,ImportanceMean,ImportanceStd
PCA_2221,0.0001440574738359901,3.076109989583939e-05
PCA_2577,0.0001439331792080223,9.420155293163393e-05
PCA_2267,0.00014306311681208105,4.308723073792369e-05
PCA_3118,0.0001425659383001432,5.6804276843198126e-05
PCA_2110,0.00014244164367214208,5.8997934844211805e-05
PCA_511,0.00014219305441618424,5.972146695417168e-05
PCA_2016,0.0001419444651602264,5.970232106279384e-05
PCA_1824,0.00014045292962437949,7.867761589917311e-05
PCA_145,0.00013945857260049265,0.00014309308045034423
PCA_1496,0.00013821562632062578,6.67030337592913e-05
PCA_3327,0.00013809133169265798,0.00017756778580524363
PCA_3354,0.00013784274243666683,2.0442215665626225e-05
PCA_214,0.00013734556392474006,6.052586861644099e-05
PCA_3282,0.00013659979615681105,7.725578571659502e-05
PCA_318,0.00013635120690083102,0.00027257845924086516
PCA_2608,0.0001356054391329242,5.035221249782304e-05
PCA_1425,0.0001354811445049453,5.119671435075432e-05
PCA_184,0.00013498396599299635,8.040277373909566e-05
PCA_237,0.00013411390359708842,7.835383893573063e-05
PCA_1332,0.00013349243045716053,6.733786940448547e-05
PCA_2916,0.00013336813582915942,5.865350103368111e-05
PCA_152,0.0001332438412011694,4.909181512832052e-05
PCA_48,0.0001324980734332737,9.32229596824831e-05
PCA_271,0.00013224948417731586,7.95372969128688e-05
PCA_2318,0.00013175230566535577,5.2454689253514983e-05
PCA_2676,0.00013075794864145785,5.159589629794737e-05
PCA_430,0.00013050935938550002,4.8665751735041026e-05
PCA_117,0.00013013647550152996,0.00012322738921455078
PCA_2686,0.00012939070773361206,5.477840667962007e-05
PCA_2184,0.00012939070773360095,5.303012495644031e-05
PCA_1532,0.0001290178238496309,4.8173750106407375e-05
PCA_1103,0.00012876923459368417,5.1495190871881533e-05
PCA_509,0.00012864493996568306,6.199611208602901e-05
PCA_902,0.00012802346682576625,0.00011042652617616375
PCA_3174,0.00012802346682575517,0.00010051739686855737
PCA_1632,0.00012777487756979733,5.0463618962367066e-05
PCA_2790,0.00012777487756979733,0.00011332480485123389
PCA_2658,0.0001274019936858384,5.8627682447928714e-05
PCA_1706,0.00012740199368582728,4.693747632822686e-05
PCA_3149,0.00012727769905784836,8.827754149739572e-05
PCA_1089,0.0001269048151738894,3.066552768294787e-05
PCA_661,0.0001267805205458883,6.911720168511176e-05
PCA_1733,0.00012653193128991935,4.4492615869767124e-05
PCA_772,0.0001255375742660214,0.00011328008099034574
PCA_2287,0.0001254132796380647,8.202023468631055e-05
PCA_2517,0.0001247918064981035,4.998498844486272e-05
PCA_2678,0.00012441892261417787,8.852788352040246e-05
PCA_249,0.00012441892261416676,7.245310741512708e-05
PCA_3268,0.00012392174410221778,6.505740410312441e-05
PCA_1603,0.0001239217441022067,6.280274360889293e-05
PCA_235,0.0001231759763342999,8.574789020162383e-05
PCA_1144,0.00012292738707834206,4.777006561505735e-05
PCA_394,0.00012280309245035203,2.8227745125608553e-05
PCA_1080,0.0001224302085664042,2.9007554229192967e-05
PCA_2188,0.00012243020856639308,3.204415792174324e-05
PCA_1360,0.00012180873542646519,7.434647613402367e-05
PCA_108,0.00012143585154250625,6.633899014299418e-05
PCA_809,0.00012093867303053507,7.720497559210713e-05
PCA_2758,0.00012056578914658722,6.548097702966587e-05
PCA_491,0.00012006861063464935,3.6683554320632873e-05
PCA_1314,0.00011994431600667043,3.961568331582025e-05
PCA_2219,0.00011994431600664823,6.824952264639531e-05
PCA_207,0.00011982002137868042,7.318030287255867e-05
PCA_2871,0.00011932284286672034,4.5079727029023816e-05
PCA_3042,0.00011932284286670924,3.304928480947586e-05
PCA_1638,0.00011882566435479358,7.832376448966065e-05
PCA_85,0.00011857707509880245,0.0001035355599302049
PCA_2513,0.00011845278047083463,5.3651672147361876e-05
PCA_1731,0.00011783130733090674,5.930508180058248e-05
PCA_1009,0.00011745842344692558,6.161617063693487e-05
PCA_862,0.00011733412881895778,4.33259053452388e-05
PCA_918,0.00011720983419096775,6.192330423619637e-05
PCA_414,0.00011708553956297773,7.147708452237378e-05
PCA_2116,0.00011696124493497662,4.1386378379661784e-05
PCA_292,0.00011696124493497662,9.511982921999257e-05
PCA_868,0.0001168369503069866,2.8657931810882693e-05
PCA_2814,0.0001154697093991408,7.308365584800528e-05
PCA_2703,0.00011522112014317187,4.0494304694487274e-05
PCA_56,0.00011509682551521516,0.00010032232063353626
PCA_541,0.00011472394163124511,7.540300594310896e-05
PCA_229,0.0001145996470032662,7.373678630358625e-05
PCA_3064,0.00011435105774728615,5.9201310799296263e-05
PCA_804,0.00011410246849130612,4.716256433813874e-05
PCA_421,0.00011372958460734717,3.2087519454332724e-05
PCA_2135,0.00011360528997936826,7.316130043063946e-05
PCA_2051,0.00011348099535138934,3.589533309929295e-05
PCA_657,0.00011348099535138934,7.047856141306857e-05
PCA_907,0.00011348099535135603,8.779644991938358e-05
PCA_1540,0.0001132324060953982,7.56921628328306e-05
PCA_168,0.00011298381683944037,3.3205281369198046e-05
PCA_3342,0.00011248663832749139,5.206520817642208e-05
PCA_2897,0.00011223804907151136,3.9211163073723105e-05
PCA_201,0.00011198945981554243,4.500924556677663e-05
PCA_2251,0.00011186516518756351,3.228790716010966e-05
PCA_456,0.00011124369204762452,8.689652479693108e-05
PCA_832,0.00011124369204762452,0.00010108332740642748
PCA_776,0.00011074651353567554,5.420001188017566e-05
PCA_828,0.00011049792427970661,0.00011016662775457642
PCA_1832,0.00011012504039576987,5.409373039154443e-05
PCA_40,0.00011012504039573657,7.453782096714898e-05
PCA_157,0.0001096278618838209,0.0001818331427818824
PCA_3087,0.0001088820941158919,6.67896000908321e-05
PCA_510,0.00010863350485993407,9.383248356783865e-05
PCA_724,0.00010739055858005608,6.607566020389308e-05
PCA_2567,0.00010652049618415926,0.00010053130542376182
PCA_2593,0.00010652049618415926,5.5639168192244075e-05
PCA_1246,0.00010627190692819033,7.201423084259128e-05
PCA_42,0.00010627190692816813,0.0001492221587979887
PCA_2993,0.00010614761230018921,3.560211279670504e-05
PCA_2852,0.00010577472841621915,4.677657863959862e-05
PCA_101,0.00010565043378824024,7.950971035234296e-05
PCA_388,0.00010540184453228241,0.00010084240026837413
PCA_1007,0.00010515325527630238,4.162738246061353e-05
PCA_241,0.00010453178213637448,3.557280983737726e-05
PCA_740,0.00010440748750838447,8.985736548574836e-05
PCA_1564,0.00010440748750837337,6.622466302355202e-05
PCA_2189,0.00010341313048449763,4.754427932552439e-05
PCA_1210,0.00010291595197252646,9.440305871589376e-05
PCA_1503,0.00010279165734458084,6.901889423871997e-05
PCA_2683,0.00010266736271657972,4.708847477983976e-05
PCA_1341,0.00010229447883264298,8.657020457136135e-05
PCA_3176,0.00010229447883262078,2.771547245119007e-05
PCA_1456,0.00010229447883262078,7.316520689110114e-05
PCA_1111,0.00010229447883260966,4.429163683399025e-05
PCA_3203,0.00010217018420464186,3.3815449470526716e-05
PCA_3322,0.00010167300569269289,7.421086723667165e-05
PCA_3275,0.00010167300569268179,5.4260833727483596e-05
PCA_171,0.00010142441643673505,7.246323511815254e-05
PCA_43,0.00010105153255277611,2.4778314123879793e-05
PCA_178,0.000101051532552765,0.000119620325989649
PCA_1740,0.000101051532552765,5.5603059780425235e-05
PCA_537,0.00010092723792476388,7.86379411298762e-05
PCA_1623,0.00010080294329680716,4.237499007376811e-05
PCA_865,0.00010043005941284822,2.3265351462671265e-05
PCA_3074,0.00010018147015686819,3.327383673999987e-05
PCA_454,0.00010018147015684597,5.3634824257416236e-05
PCA_2532,0.00010018147015684597,7.274411461959667e-05
PCA_831,9.993288090089924e-05,4.2617653678642386e-05
PCA_387,9.943570238893918e-05,7.697842371566673e-05
PCA_1901,9.943570238891697e-05,4.1492816036405416e-05
PCA_2252,9.906281850499132e-05,5.9284889376804825e-05
PCA_3259,9.881422924901129e-05,3.8258726422633463e-05
PCA_1457,9.831705073705121e-05,7.440764789708072e-05
PCA_1820,9.81927561090834e-05,9.97707334703859e-05
PCA_2754,9.794416685310336e-05,3.368269753532157e-05
PCA_2584,9.781987222510225e-05,3.299805845155199e-05
PCA_2311,9.769557759714553e-05,6.182880071243453e-05
PCA_1969,9.75712829691333e-05,4.441424656834713e-05
PCA_616,9.75712829691333e-05,3.474585129212598e-05
PCA_3004,9.719839908518546e-05,6.945122918856058e-05
PCA_2496,9.707410445720654e-05,6.05161683852166e-05
PCA_1713,9.67012205732365e-05,3.9543667338157056e-05
PCA_89,9.657692594526868e-05,4.753534256829993e-05
PCA_2802,9.657692594526868e-05,3.737550003978882e-05
PCA_2470,9.632833668927754e-05,4.8666545364439126e-05
PCA_3198,9.60797474333197e-05,6.122075091069465e-05
PCA_75,9.583115817736187e-05,5.0250859310326144e-05
PCA_2580,9.545827429336961e-05,4.297719303222175e-05
PCA_290,9.483680115345283e-05,7.132616659560549e-05
PCA_435,9.471250652546282e-05,3.697133210518454e-05
PCA_1492,9.446391726950499e-05,4.228575584261925e-05
PCA_869,9.409103338553493e-05,7.086112939948647e-05
PCA_337,9.396673875754491e-05,3.705647922678874e-05
PCA_1153,9.396673875754491e-05,6.347842377818137e-05
PCA_272,9.396673875754491e-05,6.272680827564132e-05
PCA_530,9.396673875753381e-05,5.936340580369669e-05
PCA_1412,9.371814950159818e-05,6.638822640772602e-05
PCA_2134,9.297238173368027e-05,2.581500979091127e-05
PCA_2416,9.284808710565695e-05,3.4125836529664416e-05
PCA_3333,9.24752032217091e-05,4.9155971841154067e-05
PCA_2533,9.23509085937635e-05,6.96006634211761e-05
PCA_1884,9.222661396574017e-05,3.65848732848135e-05
PCA_231,9.17294354538023e-05,6.24691495200533e-05
PCA_2223,9.17294354538023e-05,3.15561516257963e-05
PCA_1705,9.172943545379119e-05,6.561014118366651e-05
PCA_2334,9.148084619782226e-05,4.265026673880802e-05
PCA_3299,9.123225694185333e-05,4.4822648893250485e-05
PCA_129,9.09836676858955e-05,0.0001702807370841304
PCA_1276,9.098366768586219e-05,4.924891335995902e-05
PCA_1939,9.085937305789438e-05,4.301545990509022e-05
PCA_1837,9.073507842989325e-05,8.103590334795693e-05
PCA_2840,9.061078380192544e-05,4.908756650538338e-05
PCA_3318,9.048648917393542e-05,3.0327889228631013e-05
PCA_751,9.048648917392432e-05,4.34064176342388e-05
PCA_753,9.023789991796649e-05,3.218342923614013e-05
PCA_1860,9.023789991795539e-05,0.00010764976833108842
PCA_3167,9.023789991795539e-05,0.00010187186496525678
PCA_737,8.986501603400754e-05,8.146951101673304e-05
PCA_2648,8.974072140599532e-05,5.37458939867579e-05
PCA_1025,8.96164267780275e-05,4.252057275471584e-05
PCA_1423,8.96164267780275e-05,4.535800328239803e-05
PCA_2642,8.936783752205857e-05,4.531711227203869e-05
PCA_2406,8.924354289407965e-05,3.949675720182242e-05
PCA_2193,8.911924826611184e-05,3.954855061078502e-05
PCA_3324,8.911924826608964e-05,5.327891802089736e-05
PCA_2934,8.899495363809962e-05,4.055968161487053e-05
PCA_3389,8.88706590101318e-05,3.591770664145959e-05
PCA_599,8.837348049816063e-05,3.615008345647511e-05
PCA_1643,8.824918587017062e-05,8.763608679086578e-05
PCA_534,8.787630198623387e-05,8.134235894176496e-05
PCA_234,8.787630198623387e-05,3.459791819454462e-05
PCA_2381,8.787630198623387e-05,7.631740766745064e-05
PCA_2887,8.787630198622275e-05,4.010712431111758e-05
PCA_948,8.775200735824384e-05,8.549844303676556e-05
PCA_1509,8.762771273027604e-05,6.0257261365140775e-05
PCA_3364,8.762771273024272e-05,3.53759630825305e-05
PCA_1006,8.737912347428489e-05,6.200059744345277e-05
PCA_654,8.725482884630598e-05,4.3576923712019144e-05
PCA_983,8.725482884630598e-05,0.0001381391505539875
PCA_1368,8.688194496232482e-05,4.268375975099748e-05
PCA_127,8.6757650334357e-05,6.634306545223448e-05
PCA_74,8.663335570636699e-05,3.479827844143903e-05
PCA_3323,8.650906107837697e-05,7.164633895842933e-05
PCA_2835,8.650906107837697e-05,6.700206806256632e-05
PCA_3185,8.626047182239694e-05,8.234310380268787e-05
PCA_3386,8.613617719441802e-05,9.607588827291443e-05
PCA_1230,8.588758793843798e-05,5.221986997113093e-05
PCA_1987,8.576329331045906e-05,3.398952451810249e-05
PCA_1173,8.563899868248015e-05,4.211534143633532e-05
PCA_3160,8.551470405449013e-05,5.8232530653211355e-05
PCA_2815,8.52661147985212e-05,3.6742467539166475e-05
PCA_2111,8.514182017053118e-05,3.901841789151617e-05
PCA_2086,8.501752554254116e-05,4.185315924838121e-05
PCA_2893,8.489323091455114e-05,7.604160054018987e-05
PCA_1807,8.476893628659444e-05,3.8490416006644943e-05
PCA_2456,8.464464165858221e-05,5.687059921520589e-05
PCA_213,8.427175777461215e-05,6.48379683403292e-05
PCA_1589,8.414746314664435e-05,4.1678752216597885e-05
PCA_281,8.402316851865432e-05,4.1878990206376334e-05
PCA_571,8.389887389068651e-05,6.808634634722484e-05
PCA_407,8.365028463468427e-05,3.125731886546294e-05
PCA_2657,8.352599000671646e-05,4.2281371400074666e-05
PCA_398,8.327740075072531e-05,2.344527497716751e-05
PCA_2833,8.315310612275751e-05,5.7987007491607804e-05
PCA_1083,8.278022223878745e-05,9.084942554246735e-05
PCA_396,8.265592761081963e-05,4.887561275021262e-05
PCA_2029,8.265592761080853e-05,6.547684806363992e-05
PCA_2444,8.24073383548285e-05,3.774568162594566e-05
PCA_1381,8.203445447086954e-05,3.430171439213398e-05
PCA_2641,8.191015984290173e-05,5.104999932661999e-05
PCA_2210,8.191015984289063e-05,8.884666603894083e-05
PCA_267,8.191015984287953e-05,6.495378484640904e-05
PCA_784,8.178586521490061e-05,3.5695720616824347e-05
PCA_1100,8.16615705869217e-05,2.3577023343226184e-05
PCA_2113,8.153727595893168e-05,3.0202315822245197e-05
PCA_2958,8.128868670295163e-05,3.7950388448833396e-05
PCA_1718,8.116439207497272e-05,8.196483877324697e-05
PCA_382,8.10400974469827e-05,8.401949108232205e-05
PCA_2327,8.079150819101377e-05,6.079265375479545e-05
PCA_2329,8.066721356302376e-05,0.00013846605655299147
PCA_1616,8.054291893505594e-05,6.90474278763846e-05
PCA_2429,8.041862430706593e-05,7.608831463375601e-05
PCA_2638,8.041862430706593e-05,4.15413771072536e-05
PCA_1524,8.041862430705483e-05,4.515180930010943e-05
PCA_974,8.004574042310696e-05,5.945182397289812e-05
PCA_1088,7.992144579511695e-05,4.515180930012496e-05
PCA_2372,7.979715116713803e-05,4.337081116291597e-05
PCA_111,7.979715116711583e-05,6.08404111808743e-05
PCA_2011,7.905138339920903e-05,5.4514779327531504e-05
PCA_1216,7.905138339919793e-05,2.4019434368327343e-05
PCA_3202,7.88027941432401e-05,6.554040529818198e-05
PCA_1432,7.867849951526118e-05,6.97979358130065e-05
PCA_3104,7.855420488727116e-05,6.03636959989742e-05
PCA_1162,7.855420488727116e-05,3.0312603249994192e-05
PCA_1325,7.830561563129112e-05,5.5363456015408416e-05
PCA_2552,7.81813210033122e-05,2.6357788806887035e-05
PCA_1515,7.81813210033122e-05,7.750734349817478e-05
PCA_2434,7.81813210033011e-05,3.196305900546607e-05
PCA_2297,7.81813210033011e-05,5.85174303606801e-05
PCA_1983,7.805702637529999e-05,2.9005157471903766e-05
PCA_2589,7.805702637529999e-05,7.215471769371595e-05
PCA_153,7.780843711935326e-05,0.00011998159860074566
PCA_164,7.780843711934216e-05,9.161652395491691e-05
PCA_330,7.780843711934216e-05,6.558282109124747e-05
PCA_2733,7.768414249136324e-05,4.0814275553390956e-05
PCA_1661,7.768414249136324e-05,7.686645504007556e-05
PCA_2930,7.731125860740428e-05,3.052591039771223e-05
PCA_284,7.731125860740428e-05,3.760523647768561e-05
PCA_2172,7.681408009545532e-05,2.5922508098995885e-05
PCA_2875,7.681408009544422e-05,5.748488810826247e-05
PCA_2228,7.656549083948639e-05,3.056333883073474e-05
PCA_3215,7.644119621149636e-05,5.913407550444948e-05
PCA_3212,7.631690158351744e-05,0.00012906212165177952
PCA_2599,7.631690158351744e-05,4.512836523630378e-05
PCA_2938,7.59440176995585e-05,5.0505390385310265e-05
PCA_3020,7.59440176995363e-05,7.301597971129464e-05
PCA_2078,7.581972307155738e-05,4.037567074016046e-05
PCA_119,7.569542844357847e-05,0.0001306802414089408
PCA_1863,7.569542844357847e-05,0.00012013504999116877
PCA_3250,7.557113381559955e-05,3.6631294916610835e-05
PCA_1126,7.557113381559955e-05,1.9556565903704313e-05
PCA_842,7.519824993161839e-05,5.533903378199954e-05
PCA_408,7.507395530363948e-05,4.384342145930792e-05
PCA_1377,7.494966067567166e-05,8.591636335030698e-05
PCA_3214,7.482536604767054e-05,5.9059701293063326e-05
PCA_198,7.457677679171271e-05,9.023824232675083e-05
PCA_88,7.45767767917016e-05,5.6485036929145735e-05
PCA_362,7.445248216371158e-05,9.87613703509809e-05
PCA_2421,7.432818753574377e-05,4.499328188873888e-05
PCA_2601,7.432818753573267e-05,8.603630694455196e-05
PCA_656,7.432818753572157e-05,3.46325073067296e-05
PCA_402,7.432818753571047e-05,6.895114954396946e-05
PCA_1294,7.420389290775375e-05,7.506006347632239e-05
PCA_339,7.38310090237948e-05,7.296676939769088e-05
PCA_3292,7.358241976782587e-05,4.850931275397448e-05
PCA_2226,7.345812513983584e-05,6.201903383815837e-05
PCA_1437,7.345812513982475e-05,7.646786942921378e-05
PCA_363,7.345812513981365e-05,5.0880245460850214e-05
PCA_1555,7.320953588386691e-05,5.892260221694491e-05
PCA_67,7.320953588385581e-05,2.5028938605028347e-05
PCA_1762,7.30852412558769e-05,3.692952161512132e-05
PCA_1954,7.30852412558769e-05,4.59681798879904e-05
PCA_1747,7.296094662787578e-05,6.798143526075356e-05
PCA_1214,7.271235737190684e-05,4.879019346399228e-05
PCA_1408,7.258806274392792e-05,5.2133262552708324e-05
PCA_2617,7.258806274391682e-05,5.9225314222825246e-05
PCA_1197,7.246376811596012e-05,9.213753780249437e-05
PCA_1491,7.209088423197896e-05,4.2387930755409674e-05
PCA_1274,7.184229497599892e-05,4.543406468550653e-05
PCA_1971,7.159370572004108e-05,5.4986010414576914e-05
PCA_3022,7.146941109206217e-05,5.932969423135569e-05
PCA_2263,7.134511646407215e-05,2.1615832856864497e-05
PCA_630,7.134511646406105e-05,3.805202439674443e-05
PCA_3255,7.134511646406105e-05,4.3311639793718864e-05
PCA_245,7.122082183609324e-05,3.5156049448886656e-05
PCA_3335,7.122082183608214e-05,5.0678229062582567e-05
PCA_734,7.122082183607104e-05,3.52657396083866e-05
PCA_169,7.122082183607104e-05,4.948752800273677e-05
PCA_165,7.109652720809212e-05,8.318050588000476e-05
PCA_2626,7.109652720806991e-05,7.108913868193833e-05
PCA_483,7.072364332413316e-05,2.5035110360974638e-05
PCA_593,7.059934869613205e-05,5.143395209272062e-05
PCA_463,7.047505406816423e-05,2.7350749757228806e-05
PCA_931,7.035075944018531e-05,5.802096666069687e-05
PCA_677,7.035075944017422e-05,9.248255368716098e-05
PCA_270,7.02264648121953e-05,6.292365670302178e-05
PCA_2609,7.02264648121842e-05,7.233103719225338e-05
PCA_2247,7.010217018421638e-05,3.0895154385198156e-05
PCA_2377,6.997787555620416e-05,4.67091538584598e-05
PCA_604,6.985358092823635e-05,3.67071309543934e-05
PCA_1880,6.972928630025744e-05,2.762278577341691e-05
PCA_1122,6.972928630023522e-05,4.4237189752687416e-05
PCA_3105,6.960499167225631e-05,4.5982293235506136e-05
PCA_1724,6.948069704427739e-05,4.43139547458476e-05
PCA_3390,6.935640241629848e-05,5.479913196461689e-05
PCA_2837,6.873492927635949e-05,6.420163457488058e-05
PCA_1656,6.873492927634839e-05,4.462869540165648e-05
PCA_2730,6.848634002039055e-05,2.502276532688242e-05
PCA_1386,6.823775076439942e-05,5.3352518928223566e-05
PCA_2858,6.823775076439942e-05,6.47489121148171e-05
PCA_1876,6.823775076438831e-05,9.369943750053658e-05
PCA_3101,6.811345613642051e-05,3.80950361786739e-05
PCA_400,6.81134561364094e-05,3.753121520688407e-05
PCA_2062,6.798916150844159e-05,5.6629947464737725e-05
PCA_1159,6.798916150843048e-05,1.9660958671989454e-05
PCA_1805,6.774057225247265e-05,5.0602570293045434e-05
PCA_2021,6.774057225246155e-05,4.826170101810005e-05
PCA_3309,6.774057225245045e-05,6.362197526705505e-05
PCA_2410,6.774057225245045e-05,6.683596181151478e-05
PCA_2972,6.761627762449373e-05,3.844382811986684e-05
PCA_1736,6.711909911253367e-05,4.0798185141133535e-05
PCA_307,6.711909911253367e-05,5.589113569471708e-05
PCA_1550,6.711909911252256e-05,1.856114614943499e-05
PCA_2751,6.699480448455475e-05,4.2756087382941705e-05
PCA_3181,6.687050985656473e-05,6.259761786590746e-05
PCA_2040,6.66219206005847e-05,5.377865308532105e-05
PCA_1151,6.649762597260578e-05,4.2213537297098845e-05
PCA_2460,6.649762597259468e-05,7.538702300226532e-05
